customer_key;customer_id;Full_name;age;age_group;life_spand;nbr_order;total_sales;total_quantity;nbr_product;segment;recency;avg_order_value;avg_monthly_spend
13858;24857;Anna Henderson;61;50 and Above;0;1;5;1;1;Regular;159;5;0
13859;24858;Calvin Xie;67;50 and Above;0;1;40;2;2;Regular;161;20;0
13860;24859;Cesar Arun;66;50 and Above;0;1;40;2;2;Regular;152;20;0
13861;24860;Douglas Garcia;66;50 and Above;0;1;2520;5;5;Regular;159;504;0
13862;24861;Evelyn Vance;68;50 and Above;0;1;75;2;2;Regular;155;37;0
13863;24862;Tamara Zhou;68;50 and Above;0;1;75;2;2;Regular;159;37;0
13864;24863;Wesley Sun;68;50 and Above;0;1;27;3;3;Regular;162;9;0
13865;24864;Jeffery Sun;69;50 and Above;0;1;155;5;5;Regular;158;31;0
13866;24865;Ashley Griffin;57;50 and Above;0;1;2478;2;2;Regular;158;1239;0
13867;24866;Alejandro Nath;64;50 and Above;0;1;27;3;3;Regular;162;9;0
13868;24867;Beth Suarez;70;50 and Above;0;1;21;1;1;Regular;157;21;0
13869;24868;Darryl Hu;69;50 and Above;0;1;2501;5;5;Regular;158;500;0
13870;24869;Misty Shock;70;50 and Above;0;1;40;2;2;Regular;156;20;0
13871;24870;Taylor Morgan;70;50 and Above;0;1;2457;3;3;Regular;158;819;0
13872;24871;Kelsey Luo;65;50 and Above;0;1;35;4;4;Regular;158;8;0
13873;24872;Alisha Raje;65;50 and Above;0;1;23;2;2;Regular;162;11;0
13874;24873;Alisha Li;71;50 and Above;0;1;549;2;2;Regular;154;274;0
13875;24874;Wendy Moreno;72;50 and Above;0;1;21;1;1;Regular;155;21;0
13876;24875;Darryl Zhang;72;50 and Above;0;1;27;3;3;Regular;159;9;0
13877;24876;Jarrod Subram;71;50 and Above;0;1;49;3;3;Regular;161;16;0
13878;24877;Mandy Zhao;73;50 and Above;0;1;34;3;3;Regular;152;11;0
13879;24878;Sandra Wang;73;50 and Above;0;1;23;2;2;Regular;160;11;0
13880;24879;Desiree Munoz;73;50 and Above;0;1;21;1;1;Regular;155;21;0
13881;24880;Summer Chandra;73;50 and Above;0;1;40;2;2;Regular;153;20;0
13882;24881;Tasha Ashe;73;50 and Above;0;1;5;1;1;Regular;159;5;0
13883;24882;Meredith Srini;73;50 and Above;0;1;23;2;2;Regular;162;11;0
13884;24883;Stacey Lin;68;50 and Above;0;1;2487;3;3;Regular;164;829;0
13885;24884;Michele Fernandez;45;40-49;0;1;23;2;2;Regular;156;11;0
13886;24885;Corey Xie;45;40-49;0;1;31;3;3;Regular;152;10;0
13887;24886;Joy Romero;46;40-49;0;1;80;3;3;Regular;159;26;0
13888;24887;Micah Sun;40;40-49;12;2;2218;5;4;Regular;162;443;184
13889;24888;Roy Srini;46;40-49;12;2;2174;3;3;Regular;162;724;181
13890;24889;Kelli She;45;40-49;12;2;2269;5;4;Regular;162;453;189
13891;24890;Brenda Van;45;40-49;0;1;40;2;2;Regular;163;20;0
13892;24891;Bianca Chen;44;40-49;0;1;5;1;1;Regular;153;5;0
13893;24892;Arthur Alvarez;46;40-49;0;1;7;2;2;Regular;153;3;0
13894;24893;Alvin Chande;47;40-49;0;1;23;2;2;Regular;160;11;0
13895;24894;Jaime Jai;41;40-49;0;1;5;1;1;Regular;163;5;0
13896;24895;Dalton Henderson;46;40-49;0;1;5;1;1;Regular;162;5;0
13897;24896;Kendra Ramos;46;40-49;0;1;15;3;3;Regular;154;5;0
13898;24897;Glenn Hu;41;40-49;0;1;5;1;1;Regular;158;5;0
13899;24898;Mallory Gomez;41;40-49;0;1;7;2;2;Regular;161;3;0
13900;24899;Vincent Zhu;48;40-49;0;1;106;5;5;Regular;163;21;0
13901;24900;Ebony Perez;47;40-49;11;2;2155;3;3;Regular;162;718;195
13902;24901;Clarence She;41;40-49;11;2;2174;3;3;Regular;162;724;197
13903;24902;Jill Murphy;42;40-49;11;2;2120;2;2;Regular;162;1060;192
13904;24903;Tracy Black;48;40-49;11;2;2164;4;4;Regular;162;541;196
13905;24904;Jaclyn Yuan;42;40-49;11;2;2199;5;5;Regular;162;439;199
13906;24905;Kelsey Nara;47;40-49;11;2;2195;4;3;Regular;161;548;199
13907;24906;Donna Raji;49;40-49;0;1;62;3;3;Regular;161;20;0
13908;24907;Megan Price;47;40-49;11;2;2183;4;4;Regular;161;545;198
13909;24908;Marc Blanco;43;40-49;11;2;2155;3;3;Regular;161;718;195
13910;24909;Grant Yuan;48;40-49;11;2;2149;4;4;Regular;161;537;195
13911;24910;Terrance Madan;48;40-49;11;2;2183;4;3;Regular;161;545;198
13912;24911;Martin Madan;44;40-49;0;1;103;4;4;Regular;158;25;0
13913;24912;Krystal Li;48;40-49;10;2;2120;2;2;Regular;161;1060;212
13914;24913;Kelsey Lal;49;40-49;11;2;2155;3;3;Regular;160;718;195
13915;24914;Heather Zhou;44;40-49;11;2;2149;4;3;Regular;160;537;195
13916;24915;Stanley Patel;44;40-49;11;2;2145;3;3;Regular;160;715;195
13917;24916;Kara Pal;50;50 and Above;11;2;2169;5;5;Regular;160;433;197
13918;24917;Arthur Gomez;50;50 and Above;11;2;2179;4;4;Regular;160;544;198
13919;24918;Warren Cai;45;40-49;11;2;2120;2;2;Regular;160;1060;192
13920;24919;Carl Shan;50;50 and Above;11;2;2212;6;6;Regular;160;368;201
13921;24920;Amy Cai;45;40-49;11;2;2155;3;3;Regular;160;718;195
13922;24921;Curtis He;51;50 and Above;10;2;2179;4;3;Regular;160;544;217
13923;24922;Naomi Jimenez;51;50 and Above;10;2;2145;3;3;Regular;160;715;214
13924;24923;Ebony Sara;45;40-49;11;2;2158;5;5;Regular;160;431;196
13925;24924;Richard Anderson;49;40-49;11;2;2143;5;4;Regular;159;428;194
13926;24925;Erick Perez;72;50 and Above;0;1;32;3;3;Regular;153;10;0
13927;24926;Eric Roberts;67;50 and Above;0;1;65;3;3;Regular;153;21;0
13928;24927;Kaitlyn Harris;72;50 and Above;0;1;191;4;4;Regular;161;47;0
13929;24928;Timothy Wright;73;50 and Above;0;1;27;2;2;Regular;161;13;0
13930;24929;Lucas Bailey;72;50 and Above;0;1;65;3;3;Regular;159;21;0
13931;24930;Abigail Lewis;73;50 and Above;0;1;65;3;3;Regular;163;21;0
13932;24931;Brianna Miller;83;50 and Above;0;1;37;2;2;Regular;158;18;0
13933;24932;Richard Jones;84;50 and Above;0;1;72;3;3;Regular;160;24;0
13934;24933;Regina Sanchez;78;50 and Above;0;1;33;1;1;Regular;162;33;0
13935;24934;Lindsay Tang;84;50 and Above;0;1;33;1;1;Regular;153;33;0
13936;24935;James Hayes;83;50 and Above;0;1;39;3;3;Regular;156;13;0
13937;24936;Caleb Scott;77;50 and Above;0;1;39;3;3;Regular;154;13;0
13938;24937;Jordan Evans;81;50 and Above;0;1;33;1;1;Regular;153;33;0
13939;24938;Julia Martinez;82;50 and Above;0;1;39;3;3;Regular;159;13;0
13940;24939;Elizabeth Barnes;82;50 and Above;0;1;7;2;2;Regular;157;3;0
13941;24940;Fernando Martin;81;50 and Above;0;1;35;2;2;Regular;164;17;0
13942;24941;Wyatt Garcia;81;50 and Above;0;1;33;1;1;Regular;162;33;0
13943;24942;Steven James;80;50 and Above;0;1;2419;2;2;Regular;155;1209;0
13944;24943;Darrell Chander;80;50 and Above;0;1;72;3;3;Regular;154;24;0
13945;24944;Whitney Garcia;80;50 and Above;0;1;126;4;4;Regular;162;31;0
13946;24945;Logan Harris;75;50 and Above;0;1;153;2;2;Regular;160;76;0
13947;24946;Sarah Hughes;80;50 and Above;0;1;39;3;3;Regular;161;13;0
13948;24947;Aaron Phillips;80;50 and Above;0;1;40;2;2;Regular;159;20;0
13949;24948;Nathan Carter;80;50 and Above;0;1;37;2;2;Regular;156;18;0
13950;24949;Devin Howard;79;50 and Above;0;1;33;1;1;Regular;155;33;0
13951;24950;Stephanie Alexander;79;50 and Above;0;1;39;3;3;Regular;156;13;0
13952;24951;Jeremy Ward;77;50 and Above;0;1;33;1;1;Regular;158;33;0
13953;24952;Amanda Long;77;50 and Above;0;1;72;3;3;Regular;163;24;0
13954;24953;Aaron Green;76;50 and Above;0;1;27;2;2;Regular;159;13;0
13955;24954;Jonathan Long;74;50 and Above;0;1;72;3;3;Regular;155;24;0
13956;24955;Donald Perez;75;50 and Above;0;1;742;1;1;Regular;158;742;0
13957;24956;Ariana Ward;75;50 and Above;0;1;751;2;2;Regular;158;375;0
13958;24957;Anna Howard;76;50 and Above;0;1;777;2;2;Regular;158;388;0
13959;24958;Tamara Xu;75;50 and Above;0;1;2384;1;1;Regular;154;2384;0
13960;24959;Kristy Blanco;74;50 and Above;0;1;2419;2;2;Regular;161;1209;0
13961;24960;Brianna Gray;75;50 and Above;14;2;3008;4;4;New;162;752;214
13962;24961;Alexandra Bennett;74;50 and Above;0;1;72;3;3;Regular;158;24;0
13963;24962;Jonathan Jai;73;50 and Above;0;1;33;1;1;Regular;158;33;0
13964;24963;Erica Zhao;74;50 and Above;0;1;33;1;1;Regular;161;33;0
13965;24964;Samantha Anderson;73;50 and Above;0;1;122;4;4;Regular;152;30;0
13966;24965;Justin Hayes;73;50 and Above;0;1;72;3;3;Regular;159;24;0
13967;24966;Jade Cooper;74;50 and Above;0;1;2419;2;2;Regular;161;1209;0
13968;24967;Jasmine Reed;73;50 and Above;0;1;5;1;1;Regular;153;5;0
13969;24968;Dalton Moore;73;50 and Above;0;1;45;3;3;Regular;159;15;0
13970;24969;Vanessa Gonzales;67;50 and Above;0;1;35;2;2;Regular;163;17;0
13971;24970;Blake Wright;73;50 and Above;0;1;39;3;3;Regular;159;13;0
13972;24971;Brittney Lin;67;50 and Above;0;1;153;2;2;Regular;155;76;0
13973;24972;Edward Garcia;67;50 and Above;0;1;2398;3;3;Regular;154;799;0
13974;24973;Arianna Rivera;73;50 and Above;0;1;72;3;3;Regular;159;24;0
13975;24974;Eduardo Carter;73;50 and Above;0;1;101;3;3;Regular;156;33;0
13976;24975;Julia James;66;50 and Above;0;1;68;3;3;Regular;155;22;0
13977;24976;Stephanie Cooper;71;50 and Above;0;1;2182;1;1;Regular;176;2182;0
13978;24977;Sophia Green;71;50 and Above;0;1;2182;1;1;Regular;176;2182;0
13979;24978;Kaylee Stewart;66;50 and Above;0;1;156;4;4;Regular;158;39;0
13980;24979;Jada Adams;72;50 and Above;0;1;2419;2;2;Regular;154;1209;0
13981;24980;Savannah Phillips;72;50 and Above;0;1;33;1;1;Regular;159;33;0
13982;24981;Jose Davis;71;50 and Above;0;1;33;1;1;Regular;156;33;0
13983;24982;Devin King;65;50 and Above;0;1;35;2;2;Regular;161;17;0
13984;24983;Morgan Griffin;70;50 and Above;0;1;39;3;3;Regular;155;13;0
13985;24984;William Moore;71;50 and Above;0;1;37;2;2;Regular;157;18;0
13986;24985;Jenna Phillips;71;50 and Above;0;1;96;4;4;Regular;156;24;0
13987;24986;Isabelle Griffin;69;50 and Above;0;1;5;1;1;Regular;154;5;0
13988;24987;Kristopher Chandra;70;50 and Above;0;1;2413;2;2;Regular;154;1206;0
13989;24988;Kayla Diaz;70;50 and Above;0;1;2419;2;2;Regular;161;1209;0
13990;24989;Arianna Peterson;68;50 and Above;0;1;37;2;2;Regular;163;18;0
13991;24990;Timothy Collins;68;50 and Above;0;1;2468;4;4;Regular;161;617;0
13992;24991;Luke Bryant;69;50 and Above;0;1;35;2;2;Regular;161;17;0
13993;24992;Faith Bryant;63;50 and Above;0;1;43;3;3;Regular;159;14;0
13994;24993;Marvin Ortega;63;50 and Above;0;1;61;3;3;Regular;153;20;0
13995;24994;Lauren Sanders;57;50 and Above;0;1;35;2;2;Regular;164;17;0
13996;24995;Melissa Peterson;67;50 and Above;0;1;5;1;1;Regular;162;5;0
13997;24996;Dylan Miller;68;50 and Above;0;1;2418;3;3;Regular;155;806;0
13998;24997;Melvin Kumar;67;50 and Above;0;1;2438;2;2;Regular;153;1219;0
13999;24998;Olivia Martinez;53;50 and Above;0;1;2438;2;2;Regular;161;1219;0
14000;24999;Shaun Jai;53;50 and Above;0;1;33;1;1;Regular;156;33;0
14001;25000;Allison Turner;41;40-49;0;1;2418;3;3;Regular;153;806;0
14002;25001;Clayton Xu;71;50 and Above;0;1;50;3;3;Regular;158;16;0
14003;25002;Logan Edwards;42;40-49;0;1;5;1;1;Regular;158;5;0
14004;25003;Tristan Russell;42;40-49;0;1;49;2;2;Regular;159;24;0
14005;25004;Samuel Thomas;43;40-49;0;1;25;1;1;Regular;152;25;0
14006;25005;Brianna Williams;42;40-49;0;1;65;3;3;Regular;162;21;0
14007;25006;Bailey Murphy;43;40-49;0;1;30;2;2;Regular;159;15;0
14008;25007;Alyssa Sanders;42;40-49;0;1;27;2;2;Regular;161;13;0
14009;25008;Haley Perry;43;40-49;0;1;2438;2;2;Regular;153;1219;0
14010;25009;Natasha Alonso;76;50 and Above;0;1;15;2;2;Regular;155;7;0
14011;25010;Misty Kumar;75;50 and Above;15;2;1540;2;2;New;155;770;102
14012;25011;Taylor White;73;50 and Above;15;2;1589;5;5;New;155;317;105
14013;25012;Craig Martin;72;50 and Above;0;1;74;4;4;Regular;161;18;0
14014;25013;Mitchell Stone;72;50 and Above;0;1;70;3;3;Regular;154;23;0
14015;25014;Juan Reed;42;40-49;0;1;2419;2;2;Regular;153;1209;0
14016;25015;Jacqueline Rogers;42;40-49;0;1;2462;4;4;Regular;161;615;0
14017;25016;Elijah Washington;44;40-49;0;1;5;1;1;Regular;158;5;0
14018;25017;Cristina Xu;73;50 and Above;0;1;15;2;2;Regular;157;7;0
14019;25018;Lucas Robinson;44;40-49;0;1;198;4;4;Regular;160;49;0
14020;25019;Misty Shen;70;50 and Above;0;1;24;3;3;Regular;154;8;0
14021;25020;Walter Romero;71;50 and Above;15;2;1549;3;3;New;155;516;103
14022;25021;Edwin Sharma;71;50 and Above;14;2;1554;4;4;New;155;388;111
14023;25022;Patricia Perez;64;50 and Above;14;2;1564;3;3;New;155;521;111
14024;25023;Carolyn Sanz;41;40-49;0;1;39;3;3;Regular;161;13;0
14025;25024;Brad Pritchett;41;40-49;0;1;33;1;1;Regular;157;33;0
14026;25025;Spencer Bryant;41;40-49;0;1;2469;3;3;Regular;161;823;0
14027;25026;Mitchell Andersen;69;50 and Above;0;1;6;2;2;Regular;163;3;0
14028;25027;Meredith Mehta;68;50 and Above;0;1;60;3;3;Regular;152;20;0
14029;25028;Brenda Gonzalez;62;50 and Above;0;1;23;2;2;Regular;152;11;0
14030;25029;Alberto Hernandez;68;50 and Above;11;2;2271;6;6;Regular;158;378;206
14031;25030;Jessie Romero;68;50 and Above;12;2;2179;4;4;Regular;157;544;181
14032;25031;Kristina Malhotra;66;50 and Above;0;1;25;2;2;Regular;160;12;0
14033;25032;Meredith Rana;61;50 and Above;12;2;2184;5;5;Regular;157;436;182
14034;25033;Omar Zhu;66;50 and Above;12;2;2120;2;2;Regular;157;1060;176
14035;25034;Anne Martin;60;50 and Above;10;2;2164;4;4;Regular;159;541;216
14036;25035;Mandy Lin;66;50 and Above;10;2;2183;4;4;Regular;159;545;218
14037;25036;Jenny Ye;66;50 and Above;10;2;2120;2;2;Regular;159;1060;212
14038;25037;Terrence Rai;65;50 and Above;9;2;2174;3;3;Regular;159;724;241
14039;25038;Isabella Hall;46;40-49;0;1;2438;2;2;Regular;153;1219;0
14040;25039;Alexis Clark;46;40-49;0;1;33;1;1;Regular;154;33;0
14041;25040;Julian Perry;46;40-49;0;1;2420;4;4;Regular;153;605;0
14042;25041;Hunter Phillips;45;40-49;0;1;33;1;1;Regular;154;33;0
14043;25042;Arif Rizaldy;45;40-49;0;1;2419;2;2;Regular;153;1209;0
14044;25043;Damien Rai;46;40-49;0;1;162;3;3;Regular;157;54;0
14045;25044;Emma Bailey;45;40-49;0;1;37;2;2;Regular;160;18;0
14046;25045;Paige Russell;47;40-49;0;1;39;3;3;Regular;163;13;0
14047;25046;Caleb Long;47;40-49;0;1;2182;1;1;Regular;176;2182;0
14048;25047;Trevor Long;47;40-49;0;1;2448;4;4;Regular;153;612;0
14049;25048;Yolanda Sharma;48;40-49;14;2;3047;3;3;New;162;1015;217
14050;25049;Candice Ye;48;40-49;0;1;2393;2;2;Regular;161;1196;0
14051;25050;Darryl Chen;48;40-49;0;1;2419;2;2;Regular;160;1209;0
14052;25051;Suzanne Cai;65;50 and Above;9;2;2174;3;3;Regular;159;724;241
14053;25052;Sandra Lin;48;40-49;9;2;2155;3;3;Regular;159;718;239
14054;25053;Colin Andersen;58;50 and Above;9;2;2183;4;3;Regular;159;545;242
14055;25054;Sheila Alonso;63;50 and Above;0;1;104;3;3;Regular;158;34;0
14056;25055;Erik Navarro;63;50 and Above;0;1;7;2;2;Regular;156;3;0
14057;25056;Wayne Black;63;50 and Above;0;1;7;2;2;Regular;157;3;0
14058;25057;Jerome Gomez;56;50 and Above;8;2;2120;2;2;Regular;160;1060;265
14059;25058;Corey Raji;62;50 and Above;0;1;7;2;2;Regular;155;3;0
14060;25059;Sean Ward;48;40-49;0;1;2462;3;3;Regular;160;820;0
14061;25060;Noah Martinez;48;40-49;0;1;2419;2;2;Regular;160;1209;0
14062;25061;Julia Hughes;46;40-49;0;1;2443;1;1;Regular;176;2443;0
14063;25062;Kaitlyn Young;46;40-49;0;1;14;2;2;Regular;161;7;0
14064;25063;Dylan Williams;41;40-49;0;1;2419;2;2;Regular;153;1209;0
14065;25064;James Harris;55;50 and Above;0;1;2447;3;3;Regular;160;815;0
14066;25065;Thomas Henderson;63;50 and Above;0;1;72;3;3;Regular;162;24;0
14067;25066;Charles Robinson;64;50 and Above;0;1;15;3;3;Regular;152;5;0
14068;25067;Melanie Butler;56;50 and Above;0;1;72;3;3;Regular;153;24;0
14069;25068;Robert Shan;57;50 and Above;0;1;33;1;1;Regular;155;33;0
14070;25069;Lori Ortega;56;50 and Above;0;1;72;3;3;Regular;159;24;0
14071;25070;Melody Alvarez;51;50 and Above;0;1;69;2;2;Regular;156;34;0
14072;25071;Natalie Brooks;57;50 and Above;0;1;39;3;3;Regular;152;13;0
14073;25072;Alyssa Murphy;56;50 and Above;0;1;2469;3;3;Regular;153;823;0
14074;25073;Shelby Stewart;57;50 and Above;0;1;2473;3;3;Regular;153;824;0
14075;25074;Samantha Jackson;57;50 and Above;0;1;2393;2;2;Regular;160;1196;0
14076;25075;Samantha Thompson;58;50 and Above;0;1;2469;3;3;Regular;160;823;0
14077;25076;Nicole Jenkins;52;50 and Above;0;1;2469;3;3;Regular;153;823;0
14078;25077;Wyatt Clark;46;40-49;0;1;2419;2;2;Regular;153;1209;0
14079;25078;James Jenkins;42;40-49;0;1;2473;4;4;Regular;153;618;0
14080;25079;Riley Perry;59;50 and Above;0;1;2419;2;2;Regular;160;1209;0
14081;25080;Marissa Long;53;50 and Above;0;1;2433;4;4;Regular;160;608;0
14082;25081;Melanie Morris;59;50 and Above;0;1;777;2;2;Regular;157;388;0
14083;25082;William Martinez;60;50 and Above;0;1;35;2;2;Regular;155;17;0
14084;25083;Omar Gao;60;50 and Above;0;1;37;2;2;Regular;154;18;0
14085;25084;Dalton James;59;50 and Above;0;1;2393;2;2;Regular;153;1196;0
14086;25085;Lucas Rogers;59;50 and Above;0;1;1229;3;3;Regular;164;409;0
14087;25086;Jasmine Cox;59;50 and Above;0;1;1308;5;5;Regular;165;261;0
14088;25087;Wyatt Young;60;50 and Above;0;1;1250;2;2;Regular;164;625;0
14089;25088;Victoria Reed;54;50 and Above;0;1;1250;2;2;Regular;164;625;0
14090;25089;Christy Xie;60;50 and Above;0;1;35;2;2;Regular;156;17;0
14091;25090;Ivan Sara;61;50 and Above;0;1;68;3;3;Regular;153;22;0
14092;25091;Jessie Zeng;55;50 and Above;0;1;37;2;2;Regular;161;18;0
14093;25092;Emily Jackson;55;50 and Above;0;1;1258;4;4;Regular;164;314;0
14094;25093;Madison Griffin;54;50 and Above;0;1;2182;1;1;Regular;176;2182;0
14095;25094;Charles Thomas;54;50 and Above;0;1;2443;1;1;Regular;176;2443;0
14096;25095;Adam Jai;48;40-49;0;1;2443;1;1;Regular;175;2443;0
14097;25096;Victoria Bennett;48;40-49;0;1;1237;4;4;Regular;163;309;0
14098;25097;Fernando Gonzales;61;50 and Above;0;1;1269;2;2;Regular;163;634;0
14099;25098;Logan Long;60;50 and Above;0;1;1251;4;4;Regular;163;312;0
14100;25099;Melanie Hayes;55;50 and Above;0;1;1250;2;2;Regular;163;625;0
14101;25100;Kristen Huang;62;50 and Above;0;1;2443;1;1;Regular;175;2443;0
14102;25101;Wyatt Baker;45;40-49;0;1;69;2;2;Regular;152;34;0
14103;25102;Stephanie Kelly;61;50 and Above;0;1;72;3;3;Regular;163;24;0
14104;25103;Shelby Brooks;62;50 and Above;0;1;91;3;3;Regular;157;30;0
14105;25104;Natalie Parker;61;50 and Above;14;2;3018;3;3;New;161;1006;215
14106;25105;Warren Nara;61;50 and Above;0;1;2433;4;4;Regular;160;608;0
14107;25106;Micah Gao;40;40-49;9;2;2170;3;3;Regular;159;723;241
14108;25107;Mason Ramirez;46;40-49;8;2;2143;5;5;Regular;160;428;267
14109;25108;Gary Gill;52;50 and Above;11;2;2198;4;4;Regular;157;549;199
14110;25109;Devin Rivera;51;50 and Above;0;1;5;1;1;Regular;160;5;0
14111;25110;Tabitha Suarez;51;50 and Above;0;1;40;2;2;Regular;158;20;0
14112;25111;Drew Chander;50;50 and Above;8;2;2145;3;3;Regular;159;715;268
14113;25112;Suzanne Zhu;52;50 and Above;10;2;2155;3;3;Regular;157;718;215
14114;25113;Randy Gao;53;50 and Above;10;2;2179;4;4;Regular;157;544;217
14115;25114;Donald Sara;52;50 and Above;10;2;2155;3;3;Regular;157;718;215
14116;25115;Raymond Rana;52;50 and Above;8;2;2155;3;3;Regular;159;718;269
14117;25116;Phillip Sara;47;40-49;0;1;40;2;2;Regular;160;20;0
14118;25117;Mindy Shan;53;50 and Above;0;1;7;2;2;Regular;153;3;0
14119;25118;Gerald Diaz;53;50 and Above;0;1;7;2;2;Regular;157;3;0
14120;25119;Deanna Lopez;52;50 and Above;8;2;2147;4;4;Regular;159;536;268
14121;25120;Heidi Rodriguez;46;40-49;9;2;2155;3;2;Regular;159;718;239
14122;25121;Clarence Yang;51;50 and Above;8;2;2155;3;3;Regular;159;718;269
14123;25122;Susan Zhao;48;40-49;0;1;40;2;2;Regular;154;20;0
14124;25123;Sharon Simpson;54;50 and Above;0;1;40;2;2;Regular;156;20;0
14125;25124;Keith Xu;48;40-49;0;1;64;3;3;Regular;160;21;0
14126;25125;Randy Wang;54;50 and Above;0;1;69;2;2;Regular;156;34;0
14127;25126;Shane Suri;49;40-49;7;2;2174;3;3;Regular;159;724;310
14128;25127;Priscilla Deng;54;50 and Above;8;2;2174;3;3;Regular;158;724;271
14129;25128;Clifford Sai;56;50 and Above;0;1;60;3;3;Regular;157;20;0
14130;25129;Allen Raman;50;50 and Above;0;1;60;3;3;Regular;163;20;0
14131;25130;Micah Huang;45;40-49;0;1;7;2;2;Regular;160;3;0
14132;25131;Gerald Chandra;55;50 and Above;0;1;5;1;1;Regular;158;5;0
14133;25132;Lindsey Xie;42;40-49;0;1;5;1;1;Regular;156;5;0
14134;25133;Kristine Gutierrez;52;50 and Above;8;2;2155;3;3;Regular;158;718;269
14135;25134;Brett Rodriguez;53;50 and Above;0;1;40;2;2;Regular;153;20;0
14136;25135;Kelvin Zhao;53;50 and Above;0;1;7;2;2;Regular;153;3;0
14137;25136;Ruben Diaz;47;40-49;0;1;40;2;2;Regular;161;20;0
14138;25137;Nina Raje;52;50 and Above;0;1;7;2;2;Regular;152;3;0
14139;25138;Seth Russell;52;50 and Above;8;2;2120;2;1;Regular;158;1060;265
14140;25139;Carlos Short;51;50 and Above;0;1;60;3;3;Regular;155;20;0
14141;25140;Toni Lopez;57;50 and Above;0;1;21;1;1;Regular;154;21;0
14142;25141;Walter Gutierrez;47;40-49;0;1;5;1;1;Regular;160;5;0
14143;25142;Regina Ray;46;40-49;0;1;14;2;2;Regular;161;7;0
14144;25143;Destiny Henderson;47;40-49;0;1;40;2;2;Regular;153;20;0
14145;25144;Johnathan Fernandez;47;40-49;0;1;25;2;2;Regular;156;12;0
14146;25145;Clayton Yang;46;40-49;0;1;23;2;2;Regular;159;11;0
14147;25146;Carson Gonzales;68;50 and Above;0;1;1224;2;2;Regular;164;612;0
14148;25147;Samantha Brown;64;50 and Above;0;1;40;2;2;Regular;158;20;0
14149;25148;Ryan Simmons;63;50 and Above;0;1;1250;2;2;Regular;163;625;0
14150;25149;Samantha Griffin;63;50 and Above;0;1;46;3;3;Regular;154;15;0
14151;25150;Xavier Jones;58;50 and Above;0;1;2419;2;2;Regular;160;1209;0
14152;25151;Jasmine Washington;65;50 and Above;0;1;37;2;2;Regular;154;18;0
14153;25152;Maria Sanders;48;40-49;0;1;35;2;2;Regular;162;17;0
14154;25153;Ryan Coleman;56;50 and Above;0;1;96;4;4;Regular;155;24;0
14155;25154;Clinton Serrano;50;50 and Above;0;1;46;3;3;Regular;153;15;0
14156;25155;Theresa Alonso;45;40-49;0;1;2419;2;2;Regular;160;1209;0
14157;25156;Catherine Peterson;55;50 and Above;0;1;37;2;2;Regular;163;18;0
14158;25157;Destiny Miller;57;50 and Above;0;1;7;2;2;Regular;158;3;0
14159;25158;Stephanie Long;57;50 and Above;0;1;72;3;3;Regular;156;24;0
14160;25159;Katelyn Cooper;56;50 and Above;0;1;72;3;3;Regular;156;24;0
14161;25160;Mackenzie Stewart;45;40-49;0;1;47;4;4;Regular;159;11;0
14162;25161;Isabella Flores;51;50 and Above;0;1;2438;2;2;Regular;160;1219;0
14163;25162;Bryan Morris;51;50 and Above;0;1;2384;1;1;Regular;160;2384;0
14164;25163;Natalie Griffin;65;50 and Above;0;1;2433;4;4;Regular;160;608;0
14165;25164;Isaac Parker;64;50 and Above;0;1;35;2;2;Regular;160;17;0
14166;25165;Ashley Brown;65;50 and Above;0;1;92;3;3;Regular;153;30;0
14167;25166;Miguel Jenkins;65;50 and Above;0;1;135;5;5;Regular;156;27;0
14168;25167;Elijah Hughes;64;50 and Above;0;1;72;3;3;Regular;154;24;0
14169;25168;Micheal Hernandez;66;50 and Above;0;1;39;3;3;Regular;157;13;0
14170;25169;Angel Peterson;86;50 and Above;0;1;2384;1;1;Regular;160;2384;0
14171;25170;Logan Walker;52;50 and Above;0;1;33;1;1;Regular;155;33;0
14172;25171;Christopher Rodriguez;52;50 and Above;0;1;37;2;2;Regular;161;18;0
14173;25172;Evan Gray;57;50 and Above;0;1;96;4;4;Regular;159;24;0
14174;25173;Melissa Stewart;59;50 and Above;0;1;37;3;3;Regular;159;12;0
14175;25174;Monica Smith;58;50 and Above;0;1;92;3;3;Regular;160;30;0
14176;25175;Nathan Chen;58;50 and Above;0;1;2384;1;1;Regular;160;2384;0
14177;25176;Edward Flores;59;50 and Above;0;1;37;2;2;Regular;156;18;0
14178;25177;Alberto Gomez;48;40-49;0;1;37;3;3;Regular;152;12;0
14179;25178;Jasmine Kelly;54;50 and Above;0;1;37;2;2;Regular;152;18;0
14180;25179;Miguel Thompson;60;50 and Above;0;1;72;3;3;Regular;156;24;0
14181;25180;Ana Simmons;60;50 and Above;0;1;2447;3;3;Regular;160;815;0
14182;25181;Jesse Torres;60;50 and Above;0;1;33;1;1;Regular;162;33;0
14183;25182;Natalie Simmons;54;50 and Above;0;1;68;2;2;Regular;159;34;0
14184;25183;Michael Thomas;60;50 and Above;0;1;83;2;2;Regular;159;41;0
14185;25184;Peter Tang;60;50 and Above;0;1;2438;2;2;Regular;160;1219;0
14186;25185;Jade Reed;59;50 and Above;0;1;2453;4;4;Regular;160;613;0
14187;25186;Angelica Coleman;65;50 and Above;0;1;2462;3;3;Regular;160;820;0
